data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,location_2
1366376,566,NIG11525,11525,30 December 2017,2017,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah (Barnawi Faction),,2,27,Western Africa,Nigeria,Yobe,Yunusari,,Kumaganum,13.1551,10.6342,2,Daily Trust (Abuja),National,"Barnawi faction Boko Haram ""attacks"" Kam village. The operation ""was not successful."" Any causalities incurred are not known. The town is situated along the border with Niger. Following the incident air forces were mobilized against the fleeing attackers. The warplanes killed ""many.""",0,1524053831,NGA,POINT(10.6342 13.1551)
1366376,566,NIG11525,11525,30 December 2017,2017,1,Violence against civilians,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Yobe,Yunusari,,Kumaganum,13.1551,10.6342,2,Daily Trust (Abuja),National,"Barnawi faction Boko Haram ""attacks"" Kam village. The operation ""was not successful."" Any causalities incurred are not known. The town is situated along the border with Niger. Following the incident air forces were mobilized against the fleeing attackers. The warplanes killed ""many.""",0,1524053831,NGA,POINT(10.6342 13.1551)
1366375,566,NIG11519,11519,30 December 2017,2017,1,Remote violence,Military Forces of Nigeria (2015-),,1,12,Western Africa,Nigeria,Yobe,Yunusari,,Kumaganum,13.1551,10.6342,2,Daily Trust (Abuja),National,"Barnawi faction Boko Haram ""attacks"" Kam village. The operation ""was not successful."" Any causalities incurred are not known. The town is situated along the border with Niger. Following the incident air forces were mobilized against the fleeing attackers. The warplanes killed ""many.""",10,1524053831,NGA,POINT(10.6342 13.1551)
1366375,566,NIG11519,11519,30 December 2017,2017,1,Remote violence,Boko Haram - Wilayat Gharb Ifriqiyyah (Barnawi Faction),,2,12,Western Africa,Nigeria,Yobe,Yunusari,,Kumaganum,13.1551,10.6342,2,Daily Trust (Abuja),National,"Barnawi faction Boko Haram ""attacks"" Kam village. The operation ""was not successful."" Any causalities incurred are not known. The town is situated along the border with Niger. Following the incident air forces were mobilized against the fleeing attackers. The warplanes killed ""many.""",10,1524053831,NGA,POINT(10.6342 13.1551)
1366540,566,NIG11522,11522,29 December 2017,2017,1,Riots/Protests,Rioters (Nigeria),,5,55,Western Africa,Nigeria,Federal Capital Territory,Abaji,,Abaji,8.4667,6.95,1,Daily Trust (Abuja),National,Election of new executives of the Abaji students union turned violent when a free for all broke out between supporters of the two contestants. The unrest disrupted the election.,0,1524053831,NGA,POINT(6.95 8.4667)
1366540,566,NIG11522,11522,29 December 2017,2017,1,Riots/Protests,Rioters (Nigeria),,5,55,Western Africa,Nigeria,Federal Capital Territory,Abaji,,Abaji,8.4667,6.95,1,Daily Trust (Abuja),National,Election of new executives of the Abaji students union turned violent when a free for all broke out between supporters of the two contestants. The unrest disrupted the election.,0,1524053831,NGA,POINT(6.95 8.4667)
1366745,566,NIG11619,11619,28 December 2017,2017,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,37,Western Africa,Nigeria,Taraba,Jalingo,,Jalingo,8.8833,11.3667,1,Vanguard (Lagos),National,Four unidentified perpetrators attack and injured a journalist working for the Sun Newspaper. The attempted assassination occurred in the victim's residence.,0,1524053831,NGA,POINT(11.3667 8.8833)
1366745,566,NIG11619,11619,28 December 2017,2017,1,Violence against civilians,Civilians (Nigeria),Journalists (Nigeria),7,37,Western Africa,Nigeria,Taraba,Jalingo,,Jalingo,8.8833,11.3667,1,Vanguard (Lagos),National,Four unidentified perpetrators attack and injured a journalist working for the Sun Newspaper. The attempted assassination occurred in the victim's residence.,0,1524053831,NGA,POINT(11.3667 8.8833)
1366746,566,NIG11477,11477,28 December 2017,2017,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,27,Western Africa,Nigeria,Borno,Konduga,,Konduga,11.6558,13.4213,2,Agence France Presse,International,"A suicide bomber blew himself up on 28/12 in a crowded market in Amarwa village (about 20 kilometres from Maiduguri), killing six people (plus self). Boko Haram blamed. A second source claimed four dead, 13 wounded.",5,1524053831,NGA,POINT(13.4213 11.6558)
1366746,566,NIG11477,11477,28 December 2017,2017,1,Violence against civilians,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Borno,Konduga,,Konduga,11.6558,13.4213,2,Agence France Presse,International,"A suicide bomber blew himself up on 28/12 in a crowded market in Amarwa village (about 20 kilometres from Maiduguri), killing six people (plus self). Boko Haram blamed. A second source claimed four dead, 13 wounded.",5,1524053831,NGA,POINT(13.4213 11.6558)
1366747,566,NIG11559,11559,28 December 2017,2017,1,Riots/Protests,Protesters (Nigeria),,6,60,Western Africa,Nigeria,Lagos,Lagos Island,,Lagos,6.4531,3.3958,1,The Guardian (Lagos),National,Airline passengers stage a protest over alleged rescheduling or cancellation of flights.,0,1524053831,NGA,POINT(3.3958 6.4531)
1366748,566,NIG11560,11560,28 December 2017,2017,1,Riots/Protests,Protesters (Nigeria),,6,60,Western Africa,Nigeria,Oyo,Ogbomosho North,,Ogbomosho,8.1333,4.2667,1,The Guardian (Lagos),National,"The striking academic and non-academic staff unions in the six Oyo State government owned tertiary institutions (University of Ibadan, Ladoke Akintola University of Technology, Lead City University, Dominican University, Ajayi Crowther University, and Oyo State Technical University) protested the lingering unpaid salary to the Alaafin of Oyo,",0,1524053831,NGA,POINT(4.2667 8.1333)
1366750,566,NIG11614,11614,28 December 2017,2017,1,Riots/Protests,Protesters (Nigeria),Students (Nigeria),6,60,Western Africa,Nigeria,Delta,Warri South,,Warri,5.5167,5.75,1,Vanguard (Lagos),National,"A number of student groups, among them the National Association of Gbaramatu Students, NAGS, and Law Students Association of Nigeria, LAWSAN, Delta State University, DELSU Chapter peacefully protested the trial of High Chief Government Ekpemupolo, also known as Tompolo. The nature of the charges were not articulated by the source.",0,1524053831,NGA,POINT(5.75 5.5167)
1366743,566,NIG11545,11545,28 December 2017,2017,1,Battle-No change of territory,Military Forces of Nigeria (2015-),,1,11,Western Africa,Nigeria,Ekiti,Ado Ekiti,,Ado-Ekiti,7.621,5.2215,1,Premium Times (Abuja),National,"A group of newly trained army recruits of Ekiti State origin clashed with police officers in Ado-Ekiti, following disagreements over what was believed to be extortion of motorists by the soldiers. Several injuries reported.",0,1524053831,NGA,POINT(5.2215 7.621)
1366743,566,NIG11545,11545,28 December 2017,2017,1,Battle-No change of territory,Police Forces of Nigeria (2015-),,1,11,Western Africa,Nigeria,Ekiti,Ado Ekiti,,Ado-Ekiti,7.621,5.2215,1,Premium Times (Abuja),National,"A group of newly trained army recruits of Ekiti State origin clashed with police officers in Ado-Ekiti, following disagreements over what was believed to be extortion of motorists by the soldiers. Several injuries reported.",0,1524053831,NGA,POINT(5.2215 7.621)
1366749,566,NIG11561,11561,28 December 2017,2017,1,Riots/Protests,Protesters (Nigeria),,6,60,Western Africa,Nigeria,Oyo,Oyo West,,Oyo,7.85,3.9333,1,The Guardian (Lagos),National,"The striking academic and non-academic staff unions in the six Oyo State government owned tertiary institutions (University of Ibadan, Ladoke Akintola University of Technology, Lead City University, Dominican University, Ajayi Crowther University, and Oyo State Technical University) protested the lingering unpaid salary to the Alaafin of Oyo,",0,1524053831,NGA,POINT(3.9333 7.85)
1366744,566,NIG11558,11558,28 December 2017,2017,1,Riots/Protests,Protesters (Nigeria),,6,60,Western Africa,Nigeria,Oyo,Ibadan North West,,Ibadan,7.3878,3.8964,1,The Guardian (Lagos),National,"The striking academic and non-academic staff unions in the six Oyo State government owned tertiary institutions (University of Ibadan, Ladoke Akintola University of Technology, Lead City University, Dominican University, Ajayi Crowther University, and Oyo State Technical University) protested the lingering unpaid salary to the Alaafin of Oyo,",0,1524053831,NGA,POINT(3.8964 7.3878)
1366886,566,NIG11541,11541,27 December 2017,2017,1,Riots/Protests,Rioters (Nigeria),NLC: Nigeria Labour Congress,5,50,Western Africa,Nigeria,Osun,Ede North,,Abere,7.7321,4.5161,1,PM News,National,"Osun State civil servants strike and protest, blocking the entrance to their facility over salary concerns.",0,1524053831,NGA,POINT(4.5161 7.7321)
1366887,566,NIG11521,11521,27 December 2017,2017,1,Riots/Protests,Rioters (Nigeria),,5,50,Western Africa,Nigeria,Yobe,Geidam,,Geidam,12.897,11.9304,1,Daily Trust (Abuja),National,"Protesters in Gaidam, Yobe State, have blocked streets with burning tyres in protest of what they described as 'inhuman treatment' by an army lieutenant. The officer had allegedly wounded a local hunter.",0,1524053831,NGA,POINT(11.9304 12.897)
1366888,566,NIG11630,11630,27 December 2017,2017,2,Violence against civilians,Unidentified Armed Group (Nigeria),,3,37,Western Africa,Nigeria,Kaduna,Kaduna North,,Kaduna,10.5222,7.4383,3,Vanguard (Lagos),National,Ten traditional rulers are killed in southern Kaduna over the week of 25/12 - 01/01/2018. Locations and circumstances of the violence are not known. Two of the dead are recorded previously.,0,1524053831,NGA,POINT(7.4383 10.5222)
1366888,566,NIG11630,11630,27 December 2017,2017,2,Violence against civilians,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Kaduna,Kaduna North,,Kaduna,10.5222,7.4383,3,Vanguard (Lagos),National,Ten traditional rulers are killed in southern Kaduna over the week of 25/12 - 01/01/2018. Locations and circumstances of the violence are not known. Two of the dead are recorded previously.,0,1524053831,NGA,POINT(7.4383 10.5222)
1367037,566,NIG11506,11506,26 December 2017,2017,1,Riots/Protests,Protesters (Nigeria),,6,60,Western Africa,Nigeria,Federal Capital Territory,Abuja Municipality,,Abuja,9.0833,7.5333,1,Daily Independent (Nigeria),National,Passengers at the Lagos and Abuja airports protested flight delays on 26/12.,0,1524053831,NGA,POINT(7.5333 9.0833)
1367038,566,NIG11580,11580,26 December 2017,2017,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,37,Western Africa,Nigeria,Rivers,Emohua,,Emohua,4.8816,6.8625,2,The Sun (Nigeria),National,The ruler of Mgbuolua in Rundele community in Emohua Local Government Area of Rivers State is kidnapped by unidentified gunmen the morning of 26/12.,0,1524053831,NGA,POINT(6.8625 4.8816)
1367038,566,NIG11580,11580,26 December 2017,2017,1,Violence against civilians,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Rivers,Emohua,,Emohua,4.8816,6.8625,2,The Sun (Nigeria),National,The ruler of Mgbuolua in Rundele community in Emohua Local Government Area of Rivers State is kidnapped by unidentified gunmen the morning of 26/12.,0,1524053831,NGA,POINT(6.8625 4.8816)
1367039,566,NIG11507,11507,26 December 2017,2017,1,Riots/Protests,Protesters (Nigeria),,6,60,Western Africa,Nigeria,Lagos,Lagos Island,,Lagos,6.4531,3.3958,1,Daily Independent (Nigeria),National,Passengers at the Lagos and Abuja airports protested flight delays on 26/12.,0,1524053831,NGA,POINT(3.3958 6.4531)
1367186,566,NIG11538,11538,25 December 2017,2017,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,27,Western Africa,Nigeria,Borno,Maiduguri,,Dolori,11.7921,13.1272,1,Nigerian Tribune,National,"Boko Haram attacks a civilian area at Dalori, abducting one person. Three others were alleged to have been burnt to death. The attack came as Boko Haram members were raiding a security checkpoint in the area.",3,1524053831,NGA,POINT(13.1272 11.7921)
1367186,566,NIG11538,11538,25 December 2017,2017,1,Violence against civilians,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Borno,Maiduguri,,Dolori,11.7921,13.1272,1,Nigerian Tribune,National,"Boko Haram attacks a civilian area at Dalori, abducting one person. Three others were alleged to have been burnt to death. The attack came as Boko Haram members were raiding a security checkpoint in the area.",3,1524053831,NGA,POINT(13.1272 11.7921)
1367189,566,NIG11609,11609,25 December 2017,2017,1,Battle-No change of territory,Uyangha Communal Militia (Nigeria),,4,44,Western Africa,Nigeria,Cross River,Biase,,Ojor,5.3478,8.1032,1,Vanguard (Lagos),National,A policeman and five other persons were killed in an inter-communal conflict between the villages of Uyangha and Ojor on Christmas Day in Cross River State.,3,1524053831,NGA,POINT(8.1032 5.3478)
1367189,566,NIG11609,11609,25 December 2017,2017,1,Battle-No change of territory,Ojor Communal Militia (Nigeria),,4,44,Western Africa,Nigeria,Cross River,Biase,,Ojor,5.3478,8.1032,1,Vanguard (Lagos),National,A policeman and five other persons were killed in an inter-communal conflict between the villages of Uyangha and Ojor on Christmas Day in Cross River State.,3,1524053831,NGA,POINT(8.1032 5.3478)
1367190,566,NIG11610,11610,25 December 2017,2017,1,Battle-No change of territory,Uyangha Communal Militia (Nigeria),,4,44,Western Africa,Nigeria,Cross River,Akamkpa,,Uyanga Okpo Usun,5.3824,8.2631,1,Vanguard (Lagos),National,A policeman and five other persons were killed in an inter-communal conflict between the villages of Uyangha and Ojor on Christmas Day in Cross River State.,3,1524053831,NGA,POINT(8.2631 5.3824)
1367190,566,NIG11610,11610,25 December 2017,2017,1,Battle-No change of territory,Ojor Communal Militia (Nigeria),,4,44,Western Africa,Nigeria,Cross River,Akamkpa,,Uyanga Okpo Usun,5.3824,8.2631,1,Vanguard (Lagos),National,A policeman and five other persons were killed in an inter-communal conflict between the villages of Uyangha and Ojor on Christmas Day in Cross River State.,3,1524053831,NGA,POINT(8.2631 5.3824)
1367185,566,NIG11537,11537,25 December 2017,2017,1,Battle-No change of territory,Gbagyi Ethnic Militia (Nigeria),,4,44,Western Africa,Nigeria,Federal Capital Territory,Bwari,,Bwari,9.2833,7.3833,1,Nigerian Tribune,National,"Many injured while property worth millions of naira were destroyed in a communal clash between Gbagyi natives and Hausa residents in Bwari, a community within the Federal Capital Territory (FCT), Abuja. The crisis was initially cult-related but later became an ethno-religious clash following the death of a native of the town.",1,1524053831,NGA,POINT(7.3833 9.2833)
1367185,566,NIG11537,11537,25 December 2017,2017,1,Battle-No change of territory,Hausa Ethnic Militia (Nigeria),,4,44,Western Africa,Nigeria,Federal Capital Territory,Bwari,,Bwari,9.2833,7.3833,1,Nigerian Tribune,National,"Many injured while property worth millions of naira were destroyed in a communal clash between Gbagyi natives and Hausa residents in Bwari, a community within the Federal Capital Territory (FCT), Abuja. The crisis was initially cult-related but later became an ethno-religious clash following the death of a native of the town.",1,1524053831,NGA,POINT(7.3833 9.2833)
1367187,566,NIG11556,11556,25 December 2017,2017,1,Battle-No change of territory,Military Forces of Nigeria (2015-),,1,12,Western Africa,Nigeria,Borno,Maiduguri,,Dolori,11.7921,13.1272,1,The Guardian (Lagos),National,Nigerian troops on Monday [25 December] repelled an attack by suspected Boko Haram insurgents on a checkpoint a few kilometres from Maiduguri at Dolori. Casualties not known; several houses destroyed. Boko Haram also launched an attack on a civilian area the same day - - it is not known if the two attacks were separate.,0,1524053831,NGA,POINT(13.1272 11.7921)
1367187,566,NIG11556,11556,25 December 2017,2017,1,Battle-No change of territory,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Maiduguri,,Dolori,11.7921,13.1272,1,The Guardian (Lagos),National,Nigerian troops on Monday [25 December] repelled an attack by suspected Boko Haram insurgents on a checkpoint a few kilometres from Maiduguri at Dolori. Casualties not known; several houses destroyed. Boko Haram also launched an attack on a civilian area the same day - - it is not known if the two attacks were separate.,0,1524053831,NGA,POINT(13.1272 11.7921)
1367188,566,NIG11510,11510,25 December 2017,2017,2,Violence against civilians,Rioters (Nigeria),,5,57,Western Africa,Nigeria,Jigawa,Gwaram,,Gwaram,11.2764,9.8858,1,Daily Independent (Nigeria),National,A riotous mob attack and nearly lynched the Jigawa State House Assembly speaker 'over the Christmas break' - exact date not known. The attack began after the speaker attempted to drive through a barricade erected by the protesters. The reason for the protest is not known.,0,1524053831,NGA,POINT(9.8858 11.2764)
1367188,566,NIG11510,11510,25 December 2017,2017,2,Violence against civilians,Civilians (Nigeria),,7,57,Western Africa,Nigeria,Jigawa,Gwaram,,Gwaram,11.2764,9.8858,1,Daily Independent (Nigeria),National,A riotous mob attack and nearly lynched the Jigawa State House Assembly speaker 'over the Christmas break' - exact date not known. The attack began after the speaker attempted to drive through a barricade erected by the protesters. The reason for the protest is not known.,0,1524053831,NGA,POINT(9.8858 11.2764)
1367328,566,NIG11618,11618,24 December 2017,2017,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),,4,47,Western Africa,Nigeria,Kaduna,Jemaa,,Jemaa,9.4667,8.3833,2,Vanguard (Lagos),National,Six are dead following an attack on Ungwan Mailafiya in Jemaa on 24/12. A similar attack took place in the area two days earlier.,6,1524053832,NGA,POINT(8.3833 9.4667)
1367328,566,NIG11618,11618,24 December 2017,2017,1,Violence against civilians,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kaduna,Jemaa,,Jemaa,9.4667,8.3833,2,Vanguard (Lagos),National,Six are dead following an attack on Ungwan Mailafiya in Jemaa on 24/12. A similar attack took place in the area two days earlier.,6,1524053832,NGA,POINT(8.3833 9.4667)
1367329,566,NIG11622,11622,24 December 2017,2017,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,37,Western Africa,Nigeria,Benue,Ado,,Utonkon,6.9452,8.033,1,Vanguard (Lagos); Guardian,National,"Unidentified gunmen attacked Utonkon community on 24/12. Two dead, several injured. A second source claims 5 dead.",2,1524053832,NGA,POINT(8.033 6.9452)
1367329,566,NIG11622,11622,24 December 2017,2017,1,Violence against civilians,Civilians (Nigeria),,7,37,Western Africa,Nigeria,Benue,Ado,,Utonkon,6.9452,8.033,1,Vanguard (Lagos); Guardian,National,"Unidentified gunmen attacked Utonkon community on 24/12. Two dead, several injured. A second source claims 5 dead.",2,1524053832,NGA,POINT(8.033 6.9452)
1367376,566,NIG11509,11509,24 December 2017,2017,1,Strategic development,Unidentified Armed Group (Nigeria),,3,37,Western Africa,Nigeria,Kaduna,Kaduna North,,Kaduna,10.5222,7.4383,1,Daily Independent (Nigeria),National,"Non-violent activity: Unidentified assassins made attempts on the life of the former Chairman of the Presidential Task Team on Pension Reforms on two occasions. The first occurred ""last week"" (source dated 27/12) and the second occurred on 24/12. During the second event several private security guards were abducted by the attackers.",0,1524053832,NGA,POINT(7.4383 10.5222)
